index,label,modulation_label,protocol_label,model_label,full_path
41,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
42,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
43,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
44,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
45,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
46,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
47,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
48,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
49,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
50,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
51,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
52,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
53,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
54,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
55,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
56,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
57,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
58,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
59,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
60,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
61,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
62,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
63,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
64,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
65,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
66,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
67,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
68,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
69,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
70,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
71,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
72,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
73,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
74,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
75,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
76,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
77,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
78,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
79,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
80,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
81,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
82,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
83,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
84,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
85,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
86,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
87,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
88,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
89,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
90,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
91,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
92,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
93,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
94,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
95,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
96,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
97,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
98,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
99,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
100,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
101,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
102,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
103,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
104,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
105,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
106,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
107,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
108,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
109,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
110,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
111,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
112,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
113,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
114,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
115,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
116,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
117,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
118,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
119,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
120,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
121,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
122,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
123,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
124,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
125,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
126,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
127,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
128,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
129,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
130,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
131,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
132,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
133,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
134,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
135,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
136,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
137,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
138,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
139,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
140,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
141,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
142,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
143,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
144,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
145,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
146,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
147,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
148,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
149,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
150,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
151,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
152,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
153,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
154,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
155,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
156,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
157,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
158,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
159,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
160,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
161,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
162,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
163,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
164,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
165,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
166,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
167,Autel EVO II,0,2,0,Pro-OFDM -> SkyLink -> Autel EVO II
168,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
169,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
170,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
171,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
172,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
173,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
174,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
175,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
176,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
177,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
178,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
179,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
180,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
181,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
182,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
183,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
184,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
185,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
186,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
187,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
188,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
189,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
190,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
191,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
192,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
193,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
194,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
195,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
196,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
197,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
198,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
199,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
200,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
201,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
202,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
203,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
204,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
205,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
206,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
207,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
208,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
209,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
210,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
211,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
212,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
213,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
214,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
215,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
216,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
217,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
218,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
219,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
220,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
221,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
222,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
223,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
224,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
225,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
226,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
227,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
228,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
229,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
230,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
231,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
232,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
233,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
234,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
235,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
236,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
237,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
238,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
239,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
240,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
241,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
242,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
243,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
244,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
245,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
246,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
247,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
248,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
249,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
250,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
251,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
252,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
253,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
254,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
255,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
256,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
257,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
258,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
259,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
260,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
261,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
262,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
263,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
264,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
265,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
266,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
267,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
268,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
269,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
270,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
271,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
272,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
273,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
274,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
275,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
276,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
277,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
278,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
279,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
280,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
281,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
282,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
283,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
284,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
285,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
286,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
287,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
288,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
289,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
290,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
291,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
292,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
293,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
294,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
295,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
296,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
297,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
298,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
299,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
300,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
301,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
302,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
303,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
304,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
305,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
306,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
307,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
308,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
309,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
310,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
311,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
312,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
313,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
314,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
315,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
316,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
317,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
318,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
319,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
320,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
321,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
322,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
323,Autel X-Star Premium,0,3,0,Pro-OFDM -> HD video -> Autel X-Star Premium
